real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,5.5864,5.35958,4.84917,4.48777,4.28289,4.14973,2.21548,2.38892,2.05552,0.958302,0.706768,0.630439,7016.87,237.46
1,5.65918,5.78345,6.52183,5.11932,5.06817,3.80276,3.70637,3.02338,2.742,0.71023,1.164,0.979324,4853.19,326.809
2,11.3715,11.6389,11.5127,10.0554,9.77302,9.54821,6.07332,6.02675,8.66889,1.94568,1.56571,2.38774,7764.54,176.732
3,5.01302,5.99809,6.68773,4.56921,5.44578,5.51421,4.28064,3.89815,3.44396,2.48258,2.26471,1.31302,6029.55,261.091
4,10.4407,10.7485,11.1712,6.87935,7.47227,8.443,4.64764,5.96936,6.95933,3.01715,2.64694,2.85587,5171.66,147.314
5,6.67011,7.00568,7.07538,4.87138,5.35509,5.005,3.6095,4.30937,4.49862,1.86383,1.88248,2.14931,5806.31,193.614
6,10.7694,10.5917,10.6064,6.98902,7.65434,7.69899,4.25152,3.79925,3.84613,1.46149,0.811337,0.400526,5714.6,270.396
7,26.961,27.6686,30.2172,14.8038,13.461,15.444,6.97716,8.57229,8.13118,1.66196,2.73974,2.20674,5895.17,205.361
8,9.98052,10.1931,10.1353,6.29413,5.72638,6.72913,2.5144,2.40255,2.59691,0.59442,0.587353,0.397639,5002.09,312.237
9,7.49135,7.59825,7.95804,8.69972,8.81688,6.64103,5.4394,6.2059,5.04535,0.95361,0.97117,0.687551,7596.6,320.222
10,14.3142,15.1218,14.2186,9.19398,8.69428,6.47618,4.32589,4.31484,4.05598,0.916377,1.29845,1.39451,6718.15,282.404
11,21.9177,24.1118,26.3906,9.72639,9.39326,10.4227,5.0356,6.1976,6.57138,1.13185,1.60055,2.22894,6117.55,253.343
12,8.29785,9.38403,8.80464,6.90602,7.30213,7.53762,4.55324,5.09673,5.13977,1.00156,0.683112,1.24544,14466.1,223.04
13,22.8206,23.3853,23.4565,11.0008,12.9717,12.4631,5.74628,5.36292,6.41602,1.38508,1.33098,1.0014,7021.58,254.138
14,6.60599,6.64079,6.99942,4.46722,4.22133,5.58897,2.58389,2.2809,2.78258,0.944688,1.26689,0.741437,5416.85,219.181
15,5.82745,6.48646,6.73963,4.98464,4.827,5.03518,2.57708,2.04561,2.11623,0.730885,0.521959,0.370418,7123.52,222.957
16,2.48327,2.33681,2.1959,1.26616,1.34791,1.69868,1.00718,1.11959,1.06978,0.223204,0.412034,0.48732,6628.26,151.872
17,4.14437,3.87309,3.99653,3.86622,2.65582,2.22483,1.30381,1.05267,1.04413,0.198959,0.215809,0.190551,12053,376.661
18,16.1496,16.2689,18.348,9.23499,9.31468,9.3409,4.48845,4.84036,4.89284,1.12545,1.05893,1.04039,5556.82,273.43
19,5.54672,5.40035,4.28713,6.51355,7.05192,6.11544,4.93289,4.14054,4.19248,1.45096,1.54979,1.25216,6574.83,260.277
20,6.05855,6.47282,6.89695,6.30048,6.34065,5.82446,3.59836,4.17328,4.65249,1.41891,1.83896,1.55698,6420.73,202.438
21,9.97062,10.125,10.1577,6.45378,6.44596,6.13981,4.12892,4.06152,4.35322,1.05014,1.23989,0.827358,4212.25,295.779
22,2.30702,2.46084,2.61472,1.82957,1.66995,1.67551,0.793099,0.917108,1.08686,0.391152,0.444518,0.26997,10153.5,139.807
23,1.97803,2.07485,1.79916,0.863422,1.02193,1.11708,0.562267,0.628193,0.730546,0.235357,0.2326,0.211834,6537.62,158.259
24,12.845,14.7801,15.4374,7.9626,8.17268,8.68523,3.0146,2.30087,1.9699,0.711987,0.477244,0.251309,5202.63,202.385
25,3.09123,2.91531,3.04445,3.51298,2.85075,2.79807,3.56408,2.65701,2.12642,0.705308,0.698419,0.852326,6648.16,333.087
26,6.41098,7.16531,7.56604,5.63121,5.64695,4.28497,4.36569,4.52693,4.51199,2.78163,1.73676,0.821063,5265.3,344.761
27,5.89808,5.91449,6.05137,5.5361,5.31299,4.85797,2.96989,2.63646,2.29663,0.722988,1.17069,0.815628,6546.22,234.636
28,7.42191,8.01403,8.86147,4.87043,4.30307,4.59939,2.09113,2.12065,1.86881,0.470421,0.528987,0.479797,5803.53,158.412
29,10.375,10.9788,10.9538,5.22244,5.07158,6.61117,3.49434,2.11831,1.67567,1.0098,1.28966,0.646997,5256.93,239.709
30,17.4532,18.3417,18.7468,15.6599,13.8331,10.9159,8.39975,8.22447,6.88387,1.64055,2.66537,2.1289,9311.51,339.656
31,6.30406,6.40524,5.9411,3.07067,3.71594,2.73227,1.56967,1.38634,1.43574,0.417878,0.24793,0.357005,10578.2,254.367
32,16.0362,18.1052,17.8271,12.0529,10.1922,8.90305,4.10176,5.09211,4.55474,0.632236,0.529604,0.539202,6516.71,260.397
33,9.61081,9.27464,8.43957,9.87342,8.91542,7.96718,6.01091,6.30069,8.10756,1.82789,2.07781,3.05429,6065.91,251.495
34,8.48717,9.46079,9.06322,5.9018,6.80482,7.43748,3.34424,3.90753,4.37664,0.78326,0.560614,0.642054,5007.08,260.062
35,3.75356,2.86463,2.90821,2.23829,2.27922,2.67346,1.38861,1.30328,1.61944,0.68059,0.55292,0.703159,11942.1,326.17
36,6.33501,6.82869,6.91485,4.44113,4.09194,4.3262,2.14741,2.73059,2.6577,0.404103,0.757014,0.789157,6940.16,181.647
37,4.39055,3.87848,4.36668,3.79642,3.92217,4.27636,4.58905,4.82622,4.78242,1.6609,1.48162,2.49,6410.78,247.024
38,9.4818,9.31486,9.40475,6.67778,6.94166,6.67206,4.9042,4.43505,4.2476,1.65321,1.88726,2.03159,5615.59,215.083
39,2.58751,2.60763,2.65262,1.91223,1.83583,2.00109,1.36305,1.36385,1.51745,0.317741,0.621328,1.36628,6584.26,169.23
40,9.97179,8.73942,9.45329,5.7631,6.51163,6.4267,2.64113,3.56054,4.93402,0.691135,1.24367,1.21586,6893.7,122.881
