real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,5.88115,5.78517,5.52522,4.14752,3.99216,4.12258,2.41653,3.18871,2.89661,0.956886,1.23632,1.23055,6391.02,201.142
1,5.68752,5.59222,5.63077,3.93302,4.00304,3.91767,2.59824,3.38148,2.79703,1.29958,1.12695,1.21749,4141.47,245.698
2,5.64355,5.43141,5.41244,4.24354,3.74255,4.13807,2.69481,3.23551,2.89338,1.09054,1.27909,1.19171,6369.08,145.232
3,5.6353,5.68281,5.59242,4.20604,3.71672,3.7649,2.61519,3.24853,3.05721,1.1353,1.31471,1.31451,6738.85,263.564
4,5.76066,5.68855,5.50876,4.07625,3.96999,4.16172,2.72823,3.21762,2.89006,1.0553,1.12523,1.22593,6110.96,194.876
5,5.64096,5.74103,5.59556,3.97502,3.93115,3.7865,2.57907,3.26184,2.92582,1.33096,1.24616,1.34402,6392.48,204.235
6,5.65091,5.57543,5.44176,4.11143,3.81552,3.91846,2.70322,3.21113,2.95324,1.16416,1.28735,1.20149,5901.99,203.775
7,5.65529,5.59129,5.88733,4.19495,3.90317,4.02921,2.71731,3.55863,2.97938,1.15779,1.32365,1.27963,6034.44,253.81
8,5.76977,5.76518,5.54971,3.95399,3.87306,3.97068,2.51443,3.16991,3.00077,1.11916,1.33333,1.06299,4974.87,268.4
9,5.64941,5.52236,5.43002,3.98346,3.88905,3.82722,2.72718,3.24875,2.76241,1.04502,1.1794,1.23446,7030.26,206.916
10,5.83266,5.69774,5.59338,3.89098,4.00262,4.14833,2.65671,3.25088,2.96795,1.04025,1.23101,1.28208,5119.29,219.243
11,5.76587,5.79474,5.54345,4.24497,4.08599,4.13462,2.71791,3.26085,2.99327,1.2131,1.05459,1.24039,6836.91,326.753
12,5.60735,5.60194,5.36838,4.20863,4.06149,4.0838,2.49089,3.17229,3.01881,0.904506,1.09964,1.17447,13010,201.977
13,5.799,5.61717,5.53281,3.94293,4.02194,3.93986,2.47589,3.20161,3.11301,1.00824,1.22256,1.28471,6236.01,240.459
14,5.82863,5.61409,5.54583,4.09395,3.98497,3.9711,2.57474,3.24527,2.88775,1.07231,1.32115,1.21972,6115.67,215.934
15,5.63089,5.59024,5.43149,4.23919,3.86553,4.0036,2.50907,3.3957,2.72916,0.972257,1.1834,1.10716,6671.73,187.458
