real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,5.40666,5.02434,4.44403,4.43709,4.29281,4.16402,2.42116,2.71388,2.33166,1.05822,0.883041,0.811887,6788.78,234.41
1,4.94749,5.09438,5.65292,4.39932,4.35806,3.43144,3.33606,2.61356,2.56104,0.684479,1.04223,0.91061,4739.02,306.525
2,4.00712,4.60911,4.7931,3.05478,3.26137,3.48464,2.03873,1.78967,2.38076,0.782657,0.632064,0.727095,7131.23,144.821
3,4.26094,5.28894,5.75718,3.59981,4.41582,4.37955,3.08004,2.52532,2.33384,1.36146,1.42003,0.867481,6001.94,258.74
4,5.74853,6.42223,6.87881,3.27699,3.63404,4.19832,1.88643,2.40465,2.70695,1.00767,1.17935,1.19682,5137.24,148.294
5,5.7684,6.11139,6.4488,3.63778,4.11225,3.8774,2.46966,3.11156,3.03115,1.22764,1.32232,1.30908,5796.36,191.074
6,5.60543,5.65098,5.6835,3.53815,4.12051,4.1316,2.50946,2.06903,2.08259,1.05707,0.63076,0.307201,5135.34,258.05
7,2.33456,2.2959,2.23183,1.73972,1.58884,1.77264,1.27376,1.33475,1.32853,0.431525,0.800069,0.617174,5070.79,201.998
8,5.75425,6.05822,6.01708,4.03827,3.55821,4.31205,2.01997,2.03856,2.14398,0.665655,0.65631,0.467965,4556.59,322.925
9,3.81073,3.80543,4.04343,4.22443,4.46538,3.60972,2.77548,3.32327,2.6837,0.596358,0.539248,0.428456,7090,247.061
10,5.65238,5.8546,5.73539,3.81008,3.71081,2.43464,2.21488,2.26459,2.03713,0.697201,0.955438,1.24317,6216.22,252.08
11,3.91055,4.09405,4.23855,2.29744,2.2161,2.46716,1.65345,2.07562,2.15633,0.598228,0.898329,1.2021,6198.7,257.493
12,4.77535,5.46886,4.91478,3.58623,4.04592,4.30985,2.52561,2.90831,3.03881,0.709399,0.51057,0.711827,13735.8,205.404
13,2.86151,2.74325,2.82125,1.92827,2.28276,2.15273,1.52306,1.36906,1.85561,0.635476,0.661934,0.505868,6052.19,242.98
14,5.74888,5.6962,6.14574,3.76371,3.57923,4.52519,2.45681,2.16966,2.59745,0.966303,1.29663,0.796361,5272.2,233.62
15,4.55226,5.31636,5.27506,4.24129,4.1606,4.20405,2.52825,2.06905,2.17027,0.804485,0.565627,0.461194,6914.79,224.497
16,3.81181,3.29438,3.24013,1.9605,1.96634,2.5204,1.59752,1.82252,1.61872,0.379976,0.631243,0.824035,6876.49,162.032
17,5.24998,4.89881,5.03685,5.03413,3.75832,3.0198,1.84497,1.46349,1.42739,0.341674,0.289586,0.255756,11993,375.01
18,4.58087,4.57314,5.28194,2.82089,3.20707,3.32115,1.79008,2.06359,2.15828,0.72917,0.61933,0.665509,5156.86,265.686
19,3.82709,3.51659,3.22347,4.27327,4.76494,4.1833,3.15093,2.37041,2.31915,0.947386,1.05895,0.685991,5911.77,233.69
20,4.24977,4.61816,5.23473,4.38948,4.36137,3.96431,2.22523,2.61044,2.90443,0.963302,1.29889,1.06861,6244.78,196.211
21,5.9358,6.32285,6.54231,3.74612,3.8736,3.66735,2.65476,2.5696,2.77395,0.87169,0.941415,0.65117,3982.95,268.805
22,3.21015,3.29085,3.50374,2.6001,2.50773,2.3935,1.30052,1.43574,1.65688,0.693103,0.677356,0.52017,10988.9,150.126
23,3.02014,3.01193,3.01615,1.66769,1.7302,1.85603,0.879991,1.07587,1.21934,0.425452,0.483546,0.371835,6929.73,174.841
24,4.71104,5.36739,5.48376,3.35446,3.59894,3.94523,1.66544,1.47883,1.36097,0.666883,0.481541,0.323607,4859.73,209.914
25,4.30002,4.1146,3.86752,4.54655,3.82331,3.99081,3.92218,3.44152,2.8377,0.767879,0.795041,0.989761,6568.1,326.411
26,5.59841,6.19981,6.67431,4.54692,4.41819,3.56561,3.25339,3.56929,3.82298,1.59647,1.28633,0.639091,5301.34,326.477
27,4.74528,4.43429,4.36513,4.73295,4.31383,4.08212,2.49011,2.35046,2.1294,0.70712,1.09478,0.830912,6199.65,232.062
28,5.97494,6.47865,6.84311,4.34319,3.90865,4.1061,2.41371,2.42919,2.03033,0.653763,0.657373,0.696089,5760.94,164.743
29,6.40641,7.24108,6.97616,3.46507,3.36201,4.66549,2.75161,1.86239,1.56878,0.96586,1.29263,0.772332,5088.53,257.421
30,2.73257,2.75846,2.95285,2.36896,2.26152,2.12313,1.47314,1.452,1.459,0.417727,0.621105,0.538906,7143.48,266.938
31,6.35822,6.37414,5.89877,3.72345,4.30234,3.24063,2.30889,2.00202,1.99438,0.674156,0.444197,0.581092,10805.2,261.735
32,3.31587,3.45231,3.49723,3.34126,3.08772,2.36631,1.56356,2.18705,1.97711,0.440795,0.401838,0.487445,5675.55,229.118
33,4.2442,4.1248,3.71024,3.97967,3.46513,3.35364,2.20924,2.02325,2.5665,0.732154,0.788615,1.07672,5284,210.897
34,5.19641,5.60795,5.33989,3.32349,4.06635,4.52756,1.95874,2.33345,2.62687,0.692047,0.518342,0.512806,4640.16,253.208
35,5.52352,4.09116,3.67424,3.33545,3.53291,4.06847,2.13782,1.91226,2.31052,0.981499,0.857069,1.16299,12045.1,330.382
36,5.81396,6.18252,6.48119,4.21037,3.79276,4.08492,2.37136,3.01371,2.80602,0.465828,0.922057,0.979639,6952.04,187.87
37,5.50376,5.26957,5.85467,3.75375,3.88222,4.43912,3.61836,3.92481,4.08818,1.03246,1.00993,1.32749,6458.72,230.702
38,5.92844,5.91436,5.85498,3.9147,4.23446,4.17242,2.90806,2.45419,2.25939,0.951852,1.22456,1.1732,5246.07,208.394
39,3.75675,3.58964,3.531,2.85489,2.79653,2.96918,2.18887,2.15623,2.18787,0.456232,0.959665,2.09294,6816.43,186.829
40,6.04403,5.58505,6.01887,3.57824,4.13123,4.01648,1.73182,2.20413,3.80983,0.620226,1.07143,0.925505,6657.72,124.011
41,4.68381,4.56078,3.83375,4.48722,3.94259,3.81751,1.99684,1.68432,2.31144,0.504163,0.852148,0.570704,7176.71,366.764
42,5.77655,5.51527,4.35943,4.48118,4.15876,3.8568,3.07106,2.14182,2.19949,0.591997,0.640821,0.888625,5485.66,308.787
43,4.95269,4.64318,4.54804,4.05271,4.1554,3.95489,2.10361,2.32069,2.83825,0.406209,0.410095,0.654975,6047.88,259.157
44,3.63726,3.72367,4.16909,2.4981,2.75412,3.71763,1.82678,1.91308,2.02733,0.87688,1.06064,0.888062,6408.58,155.495
45,4.29573,4.14519,3.56785,4.06566,4.01502,4.72575,1.79601,2.20178,2.63269,0.529284,0.544362,0.667345,5273.71,237.573
46,5.34988,5.29262,5.64502,4.41014,4.24798,3.71948,2.68623,2.14142,2.79193,0.63657,0.865411,0.649624,6789.91,248.143
47,5.38043,5.86859,6.10716,3.92675,4.18554,4.84274,2.32116,2.05656,1.99193,0.945821,0.617059,0.624234,9800.58,254.015
48,2.40972,2.64945,2.52625,1.37986,1.56902,1.63082,0.73141,0.856128,1.1683,0.245382,0.252856,0.247175,4846.53,157.954
49,4.22762,3.98382,4.11887,2.77707,3.56241,3.83741,1.67877,1.99268,2.08306,0.868687,0.904041,0.668703,4707.43,231.744
50,4.8485,3.97118,3.98193,3.84947,4.13137,3.60782,1.30961,1.79258,2.89776,0.424527,0.612817,0.871386,6501.36,204.403
51,2.64857,2.53653,2.76489,2.27779,2.12034,2.02132,1.3696,1.4502,1.49397,0.729721,0.661229,0.699588,6499.54,198.272
52,2.69661,2.73761,2.87569,1.70302,1.84693,2.10015,0.937611,0.894138,1.06364,0.267352,0.222072,0.25067,5474.15,225.332
53,5.82553,6.04433,6.18322,3.46023,3.91453,3.92487,2.51836,2.11474,3.33639,0.711262,0.727504,0.94088,7586.66,159.029
54,4.28528,4.05789,3.89241,2.46583,2.45206,2.51301,1.55141,1.74656,1.7594,0.677662,0.518819,0.36578,4093.05,211.728
55,5.79747,5.10202,5.25154,3.68884,3.09063,3.16815,2.67039,2.6892,1.80787,1.04729,0.899044,0.801615,5849.87,328.258
56,3.34391,3.07833,3.1537,2.05308,2.02617,2.33434,1.24735,1.30818,1.34784,0.391082,0.426742,0.382769,6759.91,203.895
57,4.90552,4.62657,4.14265,3.59905,4.23529,3.87325,1.58911,1.95052,2.04627,0.492478,0.654185,0.588313,6495.18,210.212
58,6.21444,6.10732,6.15248,4.32837,3.97337,3.92493,2.51763,1.93386,1.98666,0.666774,0.557835,0.512426,6585.69,375.189
59,5.92047,6.17762,5.39742,3.88625,4.02819,3.93941,2.1895,2.10036,2.07668,0.610891,0.565967,1.10323,6317.34,247.085
60,6.24516,5.68901,6.45903,4.29205,4.38809,3.7761,3.47169,2.73086,1.98355,0.935062,0.69821,0.774062,5883.82,290.327
61,5.43996,5.76941,6.01281,2.65138,3.00584,3.46723,1.64322,1.80365,2.09791,1.13912,0.954794,0.98449,6580.11,206.027
62,5.75655,5.70042,5.3857,3.83687,3.87379,3.69082,3.40853,3.11195,3.75191,1.06391,1.65034,1.31668,5257.21,228.94
63,4.54797,4.59441,4.79407,2.96303,3.24983,4.26451,2.27355,1.6339,1.97621,0.471992,0.528523,0.511251,8766.32,250.379
64,5.96749,6.49747,6.52122,2.57725,2.49055,3.9811,1.51601,1.28748,1.27574,0.557823,0.606657,0.674808,3916.87,308.354
65,5.85118,5.91731,6.30996,3.80021,3.92279,4.01807,2.04493,2.52833,2.99573,0.410554,0.669328,0.867067,5879.66,191.136
66,2.72612,2.75262,3.32176,1.92323,1.96313,1.63504,0.853058,1.01877,1.05248,0.269696,0.257678,0.384917,5878.93,230.169
67,5.94995,6.15178,5.58015,3.67521,3.8928,3.82405,1.65908,2.16258,2.5272,0.674818,0.52811,0.451537,5948.04,209.266
68,4.68311,5.05722,4.61435,4.36934,4.14879,3.88672,2.58231,2.4313,2.14548,0.666531,0.565298,1.13163,7123.38,283.451
69,5.33601,5.11433,4.28317,2.51337,2.88381,2.68738,2.10267,2.61957,2.78299,0.798021,1.30421,1.09719,5870.61,314.7
70,2.54554,2.88348,3.38133,2.00831,1.96247,2.14277,2.20808,2.13401,1.99274,0.846491,1.20545,0.559905,3937.54,284.655
71,3.17824,2.9926,3.30258,2.32532,1.94756,1.91179,1.13566,1.39575,1.30144,0.282172,0.439024,0.474204,5840.8,209.619
