real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,5.65042,5.73696,5.77459,4.21096,4.17165,4.1993,2.93924,2.89171,3.02217,0.952121,1.36854,1.39231,5646.34,209.234
1,5.82514,5.67194,5.73525,4.33619,4.33586,4.34318,2.59128,2.863,3.04833,0.701971,0.995896,1.04072,8115.43,189.078
2,5.72063,5.57271,5.50271,4.09927,4.20651,4.27173,2.57021,2.82789,2.8259,1.04547,1.36416,1.0591,5261.88,270.419
3,5.81098,5.73826,5.65574,4.05718,4.44343,4.43759,2.81736,2.97627,3.02653,0.924316,1.24967,1.42073,4771.5,202.373
4,5.83926,5.62433,5.52724,3.92021,4.24716,4.34608,2.89921,3.00258,2.98064,0.850581,1.22827,0.994778,5460.9,244.843
5,5.54247,5.38929,5.53305,4.18617,4.31199,4.33105,2.61653,3.08179,3.15573,0.60145,1.31902,1.47475,4283.96,157.046
6,5.89945,5.5743,5.57407,4.01311,4.12065,4.27743,2.73791,2.75109,3.01262,0.826032,0.985245,1.09171,4285.87,218.94
7,5.76193,5.54686,5.66867,4.32184,4.29432,4.18734,3.03699,3.02904,3.00014,1.17583,1.35662,1.2377,5202.34,284.804
8,5.99012,5.48976,5.69052,4.14194,4.10743,4.34244,2.65821,2.87603,2.73374,1.0507,1.26398,1.34589,3780.64,176.765
9,5.75714,5.61011,5.57431,4.45486,4.34685,4.51405,2.86482,2.91383,2.7047,0.840506,0.905789,0.981909,5426.68,261.579
10,6.54299,5.88234,5.89731,4.60515,4.42187,4.34939,3.09776,3.04348,3.18225,0.950585,1.2935,1.39805,5973.15,268.946
11,5.77175,5.60552,5.42532,4.15833,4.39568,4.37065,2.63077,2.84731,3.22693,0.995825,1.22861,1.42807,5241.27,225.924
12,5.83795,5.76086,5.67874,3.83244,4.046,4.41149,2.45224,2.60284,3.00495,0.846967,1.20544,1.12089,6516.8,144.709
13,5.95319,5.51959,5.46076,4.10623,4.01236,4.30001,2.63876,2.783,2.88997,0.912804,1.23735,1.09374,5978.67,188.365
14,5.56583,5.37438,5.45022,4.14722,4.22368,4.13347,2.81154,2.88819,2.92388,0.936316,1.09326,1.08234,4587.94,234.521
15,5.84638,5.7002,5.5645,4.35623,4.37566,4.39104,2.98754,3.00545,3.12067,0.756094,1.41178,1.36449,6834.17,232.219
16,5.86356,5.75691,5.57172,4.25955,4.31809,4.69127,3.06793,3.15604,3.30208,1.26462,1.55915,1.23979,6247.16,171.927
17,5.80327,5.642,5.7077,4.19794,4.46131,4.47852,2.65819,2.76823,3.02676,0.944205,0.903406,1.23578,5288.01,194.522
18,6.07727,5.63932,5.94735,4.1666,4.33016,4.51434,3.02944,3.22594,3.15925,0.972135,1.33244,1.1582,4245.06,207.162
base,5.82357,5.59791,5.53657,4.11679,4.20452,4.29452,2.8029,2.92263,2.93918,0.866702,1.14347,1.14123,5761.67,215.553
