real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,5.67096,5.45071,5.44168,3.90683,3.8135,4.06333,2.75642,2.95843,2.76439,0.896317,1.4007,1.09967,4423.05,253.927
1,5.45837,5.37217,5.44358,3.99939,4.03814,4.14896,2.65027,2.86365,2.77281,1.1465,1.16297,1.08573,5355.04,156.103
2,5.61681,5.47461,5.43539,3.99079,3.9291,4.10842,2.71479,2.84809,2.84575,1.10906,1.39403,1.25326,4188.76,226.324
3,5.71938,5.59317,5.50794,3.96405,4.13424,4.33296,2.71649,2.95872,2.90371,0.990343,1.3527,1.24747,5874.62,165.1
4,5.8072,5.55811,5.51293,3.91813,3.95126,4.18026,2.71535,2.98973,2.82842,0.873166,1.41239,1.01077,6029.26,214.673
5,5.66305,5.45515,5.50561,4.16689,4.23407,4.1782,2.69978,3.03804,2.90596,1.02671,1.3317,1.25613,4779.87,220.816
6,5.80257,5.4649,5.56374,4.15977,4.08314,4.32401,2.73223,2.99019,2.97352,0.905365,1.26678,1.20861,4344.13,191.243
7,5.61135,5.44415,5.49285,4.05729,4.15561,4.09976,2.80787,3.0151,2.87377,1.1127,1.35583,1.1986,4788.15,220.784
8,5.83482,5.65156,5.70712,4.06634,4.01672,4.29717,2.7885,2.9576,2.91207,1.15653,1.36587,1.12131,5473.72,174.847
9,5.78487,5.43891,5.424,4.01548,3.94728,4.22227,2.7531,3.01413,2.74582,0.969156,1.31999,1.06087,4297.55,269.025
10,5.78782,5.65965,5.6511,4.02576,4.00443,4.1139,2.761,2.88076,2.81661,1.07,1.26597,1.04019,4964.46,255.729
11,5.69828,5.56318,5.4395,4.05954,4.02296,4.09864,2.72249,2.93259,2.82595,0.983475,1.36899,1.17307,4710.11,284.044
12,5.58339,5.4677,5.5088,4.11672,4.09105,4.08916,2.771,2.89067,2.96567,1.04665,1.26275,1.14848,5032.69,225.637
13,5.77458,5.51034,5.49592,3.92141,3.82874,4.1628,2.68013,2.83883,2.78316,1.04461,1.2946,1.15599,6015.63,192.804
14,5.68269,5.49616,5.52102,4.01997,3.99169,4.15855,2.72604,2.92968,2.89211,1.1261,1.30545,1.0666,4869.79,228.548
15,5.78225,5.51729,5.47384,4.07793,4.08399,4.14511,2.74193,2.95789,2.91508,0.961778,1.46649,1.17383,5190.22,269.062
16,5.69291,5.48484,5.51334,4.04787,3.95845,4.26804,2.81476,3.00566,2.95464,1.16911,1.39259,1.23849,5456.22,174.725
17,5.62802,5.53035,5.4995,3.91292,3.98088,4.04996,2.68272,2.81137,2.89239,0.993051,1.30641,1.12903,5358.06,236.362
18,5.6838,5.43131,5.51362,3.92851,3.97173,4.15142,2.72542,2.97617,2.86056,1.13863,1.39393,1.2396,4523.15,202.757
base,5.71875,5.52929,5.53257,4.0343,4.02565,4.15379,2.76823,2.96737,2.88236,1.04924,1.31138,1.15603,5433.11,207.64
