real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,6.03371,8.20549,9.99178,4.51063,4.42043,4.03598,2.42932,2.07247,1.98769,0.662047,0.699015,0.662062,4609.33,209.872
1,8.58765,9.02899,9.51144,7.13236,7.03669,6.62592,3.46855,3.72513,4.00548,0.602384,0.638094,0.702371,13134.3,206.876
2,8.2903,8.43867,8.7484,6.08224,5.76682,5.70324,2.2913,2.41235,2.3128,0.909345,0.664278,0.380863,6794.76,298.196
3,20.9582,23.7472,23.4469,10.8228,12.0198,11.1207,6.22407,5.04769,3.50138,1.37305,1.35339,1.27939,5968.32,264.778
4,3.1316,3.04195,2.98367,1.91015,2.0272,2.04021,1.36541,1.3783,1.37235,0.407013,0.509042,0.413551,5839.56,271.497
5,2.62205,2.58325,2.70822,1.86116,1.91858,1.91314,1.19879,1.36431,1.41516,0.246156,0.541275,0.643028,4550.06,143.732
6,12.3474,12.0213,11.5765,6.57817,7.47987,8.44961,3.36326,3.17104,5.25984,0.988158,0.58368,0.782943,7156.34,220.036
7,2.61484,2.54937,2.74194,1.86035,1.73848,1.63925,1.25737,1.20825,1.15524,0.481003,0.5269,0.442919,5317.45,328.244
8,5.11642,4.56035,4.93004,3.42513,3.2499,3.36481,1.90414,2.09687,1.90927,0.753821,0.874776,1.03665,3928.71,201.833
9,2.70505,2.80307,3.0822,2.18203,2.09252,2.12729,1.2699,1.27574,1.09835,0.343123,0.294135,0.28745,6415.06,275.957
10,4.42139,3.16247,3.41568,2.52344,2.21055,2.05441,1.62245,1.52029,1.5494,0.484604,0.733887,0.863467,5828.18,301.667
11,7.40442,7.35104,7.09503,5.17384,6.15231,6.25498,2.72716,3.27776,4.92605,1.06965,1.11428,1.7238,7071.62,162.254
12,2.58472,2.74614,2.68457,1.12557,1.34184,1.73159,0.669975,0.731514,1.12076,0.275968,0.317765,0.276388,7395.33,133.235
13,21.2981,22.4326,22.7283,12.6698,11.1583,14.1393,5.43434,3.92405,4.26883,0.957172,1.08487,0.729989,8916.95,239.695
14,11.3709,11.3446,11.3333,10.6299,10.6619,9.75266,8.42952,7.96813,7.73594,1.34054,1.70433,1.52223,4262.39,342.41
15,8.35764,8.45051,8.23776,6.961,6.86904,6.51462,4.26124,3.95923,4.04513,0.783482,1.30608,1.29099,7190.66,323.978
16,7.10252,7.17845,6.92389,5.63199,5.94249,6.31182,4.2957,4.46614,4.74155,1.65235,2.07235,1.37817,6790.21,157.198
17,3.99192,4.16062,4.22577,2.67589,2.99268,2.96803,1.28774,1.3918,1.70504,0.443152,0.324051,0.49415,5567.53,198.174
18,8.10978,7.95504,10.343,5.25038,5.56005,6.08328,3.90112,4.04285,3.76815,0.961511,1.13211,0.7772,4184.6,205.835
base,6.10003,6.09999,6.09995,4.30002,4.29999,4.29997,2.50001,2.5,2.5,0.700005,0.700003,0.700001,6850.01,245.009
