real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,5.74311,5.657,5.67448,4.06697,3.98918,4.16858,2.82186,2.88612,2.92885,0.920658,1.39891,1.19964,5176.61,215.736
1,5.67373,5.54198,5.57699,4.15999,4.20794,4.23219,2.642,2.85837,2.91645,0.962017,1.16219,1.07059,5904.67,188.83
2,5.70288,5.55681,5.52026,4.0646,4.16746,4.19034,2.71819,2.91079,2.93027,1.08334,1.47349,1.22585,4546.34,249.451
3,5.70856,5.62112,5.523,3.94128,4.24115,4.32657,2.70002,2.90249,2.94925,0.935456,1.30117,1.30096,5038.43,188.066
4,5.85845,5.62496,5.54796,3.92851,4.11952,4.28633,2.7606,2.97799,2.96928,0.842354,1.40423,1.02482,5957.26,212.974
5,5.70984,5.4809,5.58448,4.23712,4.31452,4.34354,2.74165,3.10512,3.09618,0.866601,1.39936,1.39325,4173.62,195.827
6,5.76872,5.4939,5.5489,4.06585,4.1,4.27957,2.74161,2.86873,3.01094,0.870467,1.19761,1.20038,4099.73,204.616
7,5.71172,5.50005,5.61162,4.21919,4.28332,4.17805,2.89681,3.02861,3.0168,1.13873,1.41872,1.26997,4602.07,242.167
8,6.02801,5.6799,5.7967,4.19094,4.17051,4.47624,2.80511,2.99053,2.92519,1.11945,1.40346,1.25638,4472.1,169.862
9,5.83126,5.56983,5.52257,4.18113,4.10843,4.35524,2.7836,2.94044,2.82043,0.916385,1.22933,1.11161,4796.87,245.835
10,5.9773,5.72827,5.70893,4.24308,4.18352,4.24252,2.83012,2.90079,2.97427,0.994608,1.31455,1.15995,5506.37,245.448
11,5.7342,5.57507,5.40058,4.08147,4.15357,4.1899,2.65807,2.83158,2.9961,0.967622,1.30701,1.24612,5390.41,257.33
12,5.79732,5.68518,5.67423,4.18729,4.22118,4.30149,2.793,2.89644,3.08237,0.981719,1.3506,1.2343,5493.43,197.022
13,5.88193,5.51443,5.4893,4.03418,3.96578,4.24838,2.68774,2.82502,2.91336,0.979373,1.31314,1.14181,5772.07,185.193
14,5.71546,5.50173,5.54107,4.12,4.16427,4.23141,2.77004,2.91852,3.00022,1.05647,1.28428,1.10157,4932.18,215.039
15,5.85234,5.60172,5.54751,4.17977,4.2287,4.29824,2.82857,2.97772,3.05722,0.863245,1.48977,1.26938,5790.82,224.033
16,5.79247,5.59177,5.58276,4.17012,4.14322,4.46353,2.86122,3.01049,3.10151,1.14549,1.43398,1.24365,5324.54,168.199
17,5.70057,5.51706,5.59321,4.0739,4.24048,4.27391,2.75616,2.86572,3.03224,1.04374,1.22386,1.21595,4970.75,188.94
18,5.66887,5.3866,5.52446,3.93659,4.06617,4.2162,2.73708,2.983,2.94397,1.02639,1.38527,1.19863,4013.71,197.793
base,5.76918,5.55486,5.53102,4.07146,4.12327,4.22346,2.7752,2.93961,2.93678,0.957762,1.28551,1.17636,5414.02,204.054
