real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,5.82603,5.69939,5.41303,4.2037,4.10545,4.11283,2.45635,3.15631,2.8498,1.0206,1.19514,1.20277,6532.62,206.28
1,5.75955,5.63456,6.02747,4.07786,4.12415,3.92277,2.80868,3.16933,2.7097,1.02459,1.18813,1.16917,4438.5,266.865
2,5.47219,5.60939,5.47827,4.26197,3.76721,4.00367,2.95354,3.01154,2.88794,1.13901,1.22989,1.19987,6791.29,169.707
3,5.55104,6.05143,6.03764,3.83993,4.07785,3.95851,2.70866,3.11534,2.82387,1.07977,1.32624,1.23979,6431.1,259.446
4,5.8444,6.0369,6.35779,3.88406,3.94487,4.23345,2.59644,3.18797,2.87326,1.03192,1.15979,1.23568,5424.96,181.149
5,5.71152,5.8803,5.94458,3.81188,3.99349,3.82613,2.59045,3.24481,2.89229,1.29075,1.28614,1.32537,6049.24,201.669
6,5.83567,5.81104,5.80334,4.01507,3.93704,3.98267,2.86798,3.05073,2.87499,1.14707,1.20797,0.774866,5317.26,225.481
7,4.68611,4.60515,4.46724,3.95097,3.38467,3.82073,2.97262,3.68989,2.96273,1.07999,1.3452,1.27546,5534.78,237.782
8,5.90715,5.91484,5.9969,4.12605,3.81322,4.17046,2.45612,3.11763,3.01299,0.990874,1.29424,0.829576,4549.91,275.684
9,5.53457,5.53067,5.4753,4.10362,4.24492,3.95618,2.888,3.3325,2.716,0.935221,1.03563,0.872034,6945.4,219.882
10,5.88764,5.96743,5.78405,3.996,4.02203,3.84384,2.86002,3.11127,2.79344,1.01913,1.26105,1.34915,5901.73,248.066
11,5.95643,6.10951,6.3549,4.1735,3.931,4.15215,2.74677,3.25652,2.81931,1.02017,1.0677,1.26492,6624.64,317.978
12,5.46535,5.75951,5.2347,4.20207,4.13756,4.12107,2.63222,3.22163,2.95202,0.88595,0.865157,1.12626,13463,207.451
13,5.39078,5.27659,4.65004,3.80095,4.15395,3.81796,2.85887,3.03994,3.33777,1.03812,1.26583,1.20134,6397.75,266.659
14,5.96369,5.6441,6.07137,4.19407,3.88591,4.18323,2.5919,3.09884,2.89413,1.01796,1.33066,1.11758,5623.58,223.045
15,5.5415,5.69076,5.50002,4.32517,3.94414,4.03324,2.68945,3.19655,2.73239,0.989402,1.13192,0.867151,6594.82,205.975
16,5.90638,5.73601,5.65151,3.54224,3.66961,4.13607,2.59699,3.30258,2.66147,0.831244,1.14478,1.1598,7055.31,187.48
17,5.94215,5.5654,5.83562,4.52036,3.74292,3.92447,2.66137,2.69897,2.57245,0.854172,1.05313,0.824025,10488.7,311.899
18,5.85182,5.67769,5.95594,3.97123,3.85634,4.01677,2.75474,3.16119,2.85083,1.14918,1.15612,0.974193,5126.46,314.402
19,5.33165,5.52607,4.61421,4.18113,4.23682,4.17271,2.89472,3.11652,2.78611,1.29718,1.30437,1.04924,5261.88,219.802
20,5.58168,5.57281,5.71126,4.22708,4.17452,4.17194,2.56328,3.21795,2.84807,1.20079,1.29085,1.23595,6116.49,203.055
21,5.8921,5.95441,5.92914,4.06541,3.90158,3.83573,2.7325,3.17082,2.9316,1.03715,1.27374,0.919044,4104.46,260.863
22,5.53405,5.43229,5.40872,4.29353,4.09355,3.99385,2.46911,3.20821,2.84091,1.34886,1.3603,1.02488,10080.5,172.63
23,5.59519,5.67971,5.34422,3.43805,3.39565,3.52268,2.4119,2.81313,2.64654,1.05407,1.15646,0.976477,7324.93,210.54
24,5.78751,5.90861,6.02235,4.12396,3.9392,4.06343,2.67432,2.91746,2.26584,1.04432,0.93841,0.869536,4944.46,205.65
25,5.75466,5.68465,5.32761,4.30574,3.92062,4.12805,2.97363,3.05651,2.94193,0.988603,1.05888,1.27492,6194.26,261.188
26,5.76296,5.8071,5.63956,4.1349,4.10214,3.81922,2.70525,3.1335,2.9682,1.19894,1.2573,1.06323,5758.42,293.907
27,5.75199,5.64454,5.76033,4.03562,4.00859,4.20066,2.49545,3.09316,2.8433,0.981346,1.25486,0.99071,5641.44,204.165
28,6.07888,6.19354,6.5791,4.2215,4.09646,4.16855,2.63167,3.27952,2.69152,1.00823,1.16594,1.22322,5997.4,137.319
29,6.21056,6.51427,6.62574,3.74089,3.62174,4.20386,2.65364,2.88305,2.45016,0.953168,1.27728,1.15579,5637.45,221.52
30,5.32089,5.39546,5.15918,4.16824,4.13301,4.14199,2.72873,3.12522,2.75748,1.04218,1.12071,1.05763,7232.04,293.34
31,6.01081,5.96635,5.50983,3.85274,4.09706,3.63521,3.09768,3.16556,2.80054,1.05567,0.903506,1.14269,9442.24,249.685
32,5.42134,5.47946,5.2027,4.35256,4.01648,3.86235,2.70707,3.61634,2.83971,1.02286,0.995613,1.06467,5224.04,239.729
33,5.64857,5.60133,5.2577,4.45705,3.89413,3.94119,2.73663,3.06919,3.01158,1.03978,1.16697,1.19157,4754.97,221.778
34,5.76551,6.00775,5.65514,4.03821,4.03619,4.2165,2.62692,3.2921,2.8973,0.975197,1.06104,1.02013,4541.31,266.029
35,5.84178,5.1871,5.21046,4.16245,4.03903,4.10077,2.65,3.06827,2.97665,1.17508,1.19045,1.32404,10926.5,329.414
