real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,5.89989,5.82594,5.553,4.15992,4.04965,4.13631,2.40265,3.16284,2.88286,0.970822,1.21824,1.2166,6375.7,202.688
1,5.6785,5.6683,5.83528,3.88903,4.10764,3.92093,2.62435,3.28466,2.80426,1.21619,1.15087,1.211,4095.09,245.082
2,5.5512,5.52232,5.6089,4.21724,3.73643,4.14803,2.70818,3.16233,2.98105,1.06617,1.27059,1.2006,6151.71,147.645
3,5.43464,5.70848,5.72309,4.17176,3.75893,3.75133,2.66183,3.22712,3.14361,1.12137,1.32561,1.32112,6672.73,261.323
4,5.64419,5.70183,5.64241,4.04433,3.92644,4.11438,2.76491,3.22772,2.89204,1.07429,1.14392,1.24538,5893.04,195.118
5,5.55765,5.72442,5.61923,3.9479,3.9345,3.75148,2.60193,3.28368,2.94758,1.34652,1.26879,1.34695,6312.65,203.583
6,5.56894,5.55749,5.4714,4.02243,3.79632,3.88595,2.71713,3.23313,3.09134,1.21685,1.29593,1.15007,5487.64,204.236
7,5.4945,5.49197,5.8391,4.13363,3.76497,3.9951,2.94809,3.67193,2.93834,1.2425,1.43788,1.3092,5554.37,251.667
8,5.70414,5.70167,5.54367,3.88152,3.79803,3.96481,2.53727,3.19758,3.08718,1.11819,1.33144,1.04879,4806.82,266.036
9,5.59203,5.61605,5.60823,3.94243,4.03685,3.80693,2.73941,3.18437,2.71473,1.01818,1.17814,1.20369,6937.32,207.143
10,5.93784,5.92658,5.82907,3.99872,4.13656,4.16116,2.61024,3.11345,2.88951,1.00081,1.19385,1.27447,5264.11,226.051
11,5.68208,5.75339,5.58292,4.22245,4.07946,4.08575,2.78133,3.29514,2.9877,1.20926,1.09251,1.27127,6799.87,324.038
12,5.51407,5.61417,5.40877,4.18462,4.02611,4.09883,2.52017,3.17935,3.10637,0.901739,1.0615,1.19365,13000.9,202.419
13,5.71591,5.59395,5.60377,3.81677,4.01987,3.94413,2.56959,3.19477,3.21545,1.01387,1.26431,1.28023,5863.24,238.625
14,5.73693,5.53235,5.54125,3.99397,3.87844,3.96449,2.62403,3.29191,2.99936,1.08961,1.33615,1.22978,5836.57,212.419
15,5.51008,5.59374,5.53567,4.20831,3.81307,3.99697,2.56808,3.39585,2.79526,0.987197,1.21239,1.10796,6357.54,189.396
16,5.4891,5.31508,4.99251,3.80779,3.92384,4.02778,2.53233,3.47656,2.9258,1.01175,1.25522,1.19986,7265.31,192.485
17,5.85228,5.7279,5.62828,4.23839,3.96223,3.97178,2.5145,2.94916,2.9617,0.98583,1.26156,1.13732,8407.65,251.198
18,5.70202,5.67037,5.56563,3.98786,3.83685,3.95368,2.71999,3.20196,2.91183,1.24657,1.22724,0.983835,5080.39,309.331
19,5.71799,5.69627,5.5527,4.21804,4.04024,4.20814,2.59898,3.21177,2.85983,1.22009,1.29314,1.08859,4958.57,204.212
20,5.6452,5.77443,5.62283,4.08757,4.10913,4.09428,2.57559,3.19117,2.814,1.22417,1.20196,1.24105,6154.75,201.657
21,5.68775,5.68555,5.49884,4.04631,3.9804,3.86134,2.64919,3.26982,3.19964,1.12054,1.30242,1.05021,4050.4,245.972
22,5.80579,5.78599,5.63981,4.12775,4.12004,4.00724,2.5523,3.1979,2.84232,1.27953,1.39189,0.969545,9099.34,171.889
23,5.55116,5.44285,5.138,4.16424,3.9212,3.85529,2.68911,3.47423,2.89426,1.1898,1.24817,1.11735,7410.44,223.613
24,5.68755,5.57603,5.69827,4.22198,3.89272,3.98146,2.62489,3.12887,2.69152,1.16487,1.1182,1.20334,4968.81,197.658
25,5.74679,5.70786,5.47269,4.14849,3.89298,4.07542,2.67648,3.04623,3.15829,1.04033,1.13832,1.33423,5910.21,238.729
26,5.76321,5.97467,5.62246,3.87493,4.10034,3.92111,2.58601,3.15239,2.9903,1.18569,1.24127,1.20554,5464.6,260.08
27,5.8131,5.77383,5.76441,3.89875,4.02734,4.17651,2.45133,3.12653,2.99618,1.0125,1.17993,0.951443,5451.97,201.951
