real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,5.71926,5.59201,5.58176,3.96757,3.90775,4.12375,2.7702,2.88598,2.87088,0.891777,1.3863,1.1402,4936.56,231.646
1,5.56926,5.46352,5.5116,4.07553,4.14622,4.17642,2.63967,2.84957,2.86064,1.04155,1.16061,1.07476,5509.66,182.248
2,5.67537,5.52987,5.48328,4.03334,4.08199,4.15024,2.71901,2.88156,2.90145,1.07484,1.43537,1.22636,4371.74,242.537
3,5.72819,5.62524,5.52455,3.96282,4.20015,4.33173,2.71258,2.92222,2.93333,0.952535,1.32923,1.28299,5245.52,183.634
4,5.82422,5.59232,5.50855,3.9061,4.02657,4.21622,2.71533,2.94168,2.89564,0.837175,1.38682,1.00169,5795.39,224.685
5,5.67994,5.45885,5.53325,4.19309,4.25734,4.24909,2.71005,3.04368,2.9968,0.928742,1.35176,1.30804,4443.06,212.661
6,5.75612,5.47077,5.54877,4.0956,4.0881,4.28561,2.7292,2.90606,2.9892,0.878516,1.23166,1.21633,4077.91,201.386
7,5.64063,5.4497,5.52654,4.11819,4.20541,4.10628,2.82507,2.98719,2.92836,1.09288,1.35933,1.21472,4620.16,244.566
8,5.95411,5.67063,5.75142,4.13619,4.12422,4.40008,2.79628,2.97891,2.9352,1.12209,1.39467,1.2066,4808.59,173.508
9,5.81592,5.52938,5.48289,4.0933,4.03803,4.29693,2.76657,2.95848,2.80072,0.934484,1.27762,1.0911,4643.11,255.612
10,5.86301,5.67651,5.64925,4.09398,4.0701,4.14381,2.76385,2.84492,2.88705,1.00174,1.26606,1.0771,5279.07,254.356
11,5.71888,5.57779,5.41279,4.05615,4.06734,4.12548,2.67052,2.83636,2.90713,0.955264,1.33218,1.19876,5240.02,274.437
12,5.66865,5.56332,5.57047,4.12788,4.14646,4.16387,2.75823,2.85953,3.02072,0.998508,1.28087,1.16649,5296.44,214.725
13,5.83686,5.52611,5.49631,3.98942,3.91696,4.21775,2.6787,2.8148,2.86961,0.990195,1.30266,1.14651,5849.68,188.357
14,5.71637,5.51423,5.536,4.06894,4.08541,4.19952,2.73649,2.89931,2.95421,1.07227,1.29232,1.07509,5008.94,220.52
15,5.77892,5.522,5.45944,4.09752,4.12747,4.18374,2.75301,2.91918,2.97276,0.883682,1.44973,1.21092,5748.52,245.728
16,5.74231,5.54459,5.54029,4.11116,4.06894,4.3712,2.8278,2.98918,3.0419,1.1387,1.40648,1.23752,5305.84,172.759
17,5.62224,5.49308,5.51156,3.97018,4.09954,4.1353,2.715,2.82154,2.95657,1.0063,1.24776,1.16592,5380.54,205.794
18,5.69499,5.42905,5.53774,3.94362,4.03078,4.19561,2.73291,2.96462,2.90987,1.06652,1.39335,1.21598,4175.23,201.677
base,5.73803,5.5373,5.52161,4.04982,4.07909,4.18086,2.76427,2.93491,2.90975,0.991122,1.29412,1.1633,5390.47,206.796
