real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,5.7045,5.54934,5.53164,3.93771,3.8698,4.10309,2.75986,2.90646,2.83209,0.88979,1.39199,1.11795,4712.96,242.85
1,5.50079,5.41266,5.47254,4.02658,4.08972,4.15055,2.63589,2.84199,2.81139,1.09238,1.15508,1.077,5394.17,172.708
2,5.65947,5.51506,5.46813,4.01742,4.0228,4.13477,2.72363,2.86679,2.87999,1.08514,1.4176,1.23279,4285.99,235.735
3,5.72529,5.61083,5.51701,3.96178,4.16641,4.33367,2.71431,2.93428,2.91522,0.969971,1.33742,1.26746,5455.07,177.331
4,5.82376,5.59244,5.52341,3.916,4.00084,4.20983,2.71654,2.95935,2.87279,0.854333,1.40061,1.00616,5748.25,222.652
5,5.66125,5.45072,5.5133,4.17354,4.23461,4.2042,2.70054,3.02454,2.94597,0.972054,1.33378,1.2751,4577.7,218.611
6,5.74684,5.44291,5.53456,4.10233,4.0653,4.28521,2.71509,2.92577,2.96484,0.885743,1.23943,1.21535,4094.44,198.177
7,5.62076,5.44207,5.50574,4.08654,4.17881,4.09543,2.81499,2.99348,2.89632,1.09573,1.35441,1.20604,4604.95,237.547
8,5.90194,5.6722,5.7354,4.10361,4.08304,4.34994,2.78987,2.96147,2.92986,1.13355,1.38035,1.16349,5134.06,176.322
9,5.80117,5.49715,5.45983,4.0508,3.99222,4.26238,2.75894,2.97238,2.77727,0.950475,1.29735,1.07763,4517.23,261.512
10,5.82131,5.67045,5.65418,4.0544,4.03641,4.12598,2.75765,2.84906,2.85321,1.03157,1.26165,1.05649,5147.58,254.828
11,5.73165,5.59435,5.45539,4.06937,4.05897,4.13498,2.70416,2.88685,2.87926,0.976871,1.35912,1.19748,4986.56,276.537
12,5.6196,5.51682,5.5408,4.12337,4.12275,4.11744,2.76064,2.86105,2.99216,1.02113,1.26377,1.15114,5188.67,220.396
13,5.80598,5.529,5.50521,3.9566,3.87897,4.20099,2.67588,2.8148,2.83343,1.01405,1.29393,1.14764,5919.56,189.159
14,5.70271,5.51477,5.5345,4.03996,4.03818,4.18042,2.72545,2.89812,2.92324,1.09511,1.29607,1.06485,5009.89,223.74
15,5.78073,5.52104,5.46603,4.08858,4.10533,4.16625,2.74759,2.92686,2.94532,0.918121,1.45324,1.19238,5576.96,253.031
16,5.71714,5.52604,5.5332,4.08409,4.02322,4.3268,2.82117,2.98766,3.00438,1.15136,1.39715,1.23375,5307.66,174.635
17,5.59688,5.49202,5.48065,3.91779,4.01859,4.07423,2.6921,2.79801,2.90727,0.991511,1.26449,1.13806,5498.01,218.965
18,5.67275,5.41443,5.51091,3.92071,3.98711,4.16407,2.72001,2.95171,2.87605,1.0978,1.38562,1.22327,4246.95,202.616
base,5.72687,5.53479,5.52735,4.04238,4.05498,4.16784,2.76535,2.94237,2.89635,1.01875,1.30011,1.15915,5382.88,206.306
