real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,6.05587,5.91082,5.69487,4.45259,4.28631,4.33115,2.91787,3.12935,3.15993,1.04085,1.21285,1.24766,6418.98,226.267
1,6.26572,6.05694,5.86131,4.37417,4.17553,4.13917,2.95834,3.21517,3.04868,1.11035,1.22302,1.33749,6603.82,324.878
2,5.88935,5.81706,5.65667,4.22106,4.1098,4.18792,2.4265,3.04443,3.04202,1.1445,1.31305,1.18093,6991.63,265.966
3,5.92908,5.8977,5.79683,4.54588,4.61007,4.51869,3.09572,3.54335,3.53738,1.20416,1.30087,1.73476,6038.84,218.923
4,6.15152,6.09599,6.00846,4.26631,4.27488,4.202,3.0793,3.29342,3.04481,1.17054,1.47524,1.27398,5788.65,302.862
5,6.02218,5.93111,5.89215,4.26763,4.34271,4.27134,3.04139,3.29421,3.29332,0.927771,1.40724,1.37576,5561.13,232.406
6,6.58947,6.25875,6.22276,4.73004,4.64799,4.61502,3.29465,3.53868,3.69607,1.23407,1.14222,1.64693,4808.25,229.546
7,5.98906,5.7684,5.76454,4.46201,4.33193,4.30691,3.02799,3.31189,3.18533,1.28324,1.43469,1.15115,6388.34,270.218
8,6.04968,5.77079,5.86825,4.19715,4.04438,4.18549,2.61485,3.03062,2.92344,1.1011,1.17822,1.39071,4310.93,162.904
9,6.1289,6.19887,5.99351,4.61951,4.46027,4.42745,3.012,3.42042,3.22176,1.25499,1.2565,1.41027,6289.06,306.311
10,6.02947,5.72485,5.72285,4.3915,4.20641,4.1847,3.03536,3.11437,3.20946,1.20493,1.49512,1.56189,7684.83,252.43
11,6.20203,6.1599,5.85496,4.48809,4.56733,4.45251,2.94035,3.18603,3.32107,1.10758,1.16418,1.31589,5273.96,275.808
12,6.69969,6.66861,6.27774,4.65597,4.66159,4.81846,3.00269,3.51067,3.86682,1.22058,1.44196,1.45494,7063.2,155.521
13,5.6826,5.57167,5.48761,4.23995,4.1766,4.16954,2.98604,3.30278,3.3291,1.09738,1.11719,1.31241,6553.84,216.553
14,6.41417,6.17356,6.09734,4.41408,4.57423,4.31906,3.04319,3.3283,3.25909,1.10162,1.39873,1.48146,4180.13,274.446
15,5.93958,6.01204,5.84147,4.26727,4.22765,4.32514,2.71385,3.07691,3.05609,0.983451,1.19547,1.34796,7002.19,216.555
16,6.45731,6.48941,6.05824,4.61254,4.48959,4.76828,3.08821,3.35971,3.41904,1.1464,1.41798,1.46368,5109.84,182.459
17,6.19885,6.20213,6.17446,4.49743,4.53826,4.47834,2.93136,3.30558,3.2846,1.26409,1.20563,1.27529,5802.27,223.22
18,6.14723,5.95561,6.10252,4.28886,4.34091,4.2789,3.01636,3.34644,3.26398,0.973911,1.25184,1.28242,5549.35,277.953
19,6.03159,6.17676,5.99364,4.65214,4.51327,4.60058,2.87834,3.3376,3.34018,1.31283,1.11516,1.19831,6396.91,227.2
20,6.09898,5.94936,5.8282,4.34094,4.24724,4.27577,2.70673,3.292,3.32799,0.891774,1.27606,1.33034,4933.57,219.904
21,5.04511,4.91791,4.88516,3.68014,3.6234,3.5784,2.48604,2.86312,2.69806,0.93451,0.888707,0.906238,6408.79,223.992
22,5.91646,5.92183,5.76244,4.31975,4.17668,4.29581,2.966,3.17903,3.1511,1.08462,1.29467,1.34982,5044.46,213.398
23,6.47867,6.10606,6.08843,4.52581,4.32996,4.32643,2.83294,3.45639,3.50338,1.0074,1.29868,1.29482,4235.48,107.193
24,6.4689,6.16767,6.27854,4.53178,4.15887,4.2998,2.87392,3.16294,3.04183,1.02551,1.25549,1.25717,9610.92,250.176
25,6.36285,6.17798,6.06579,4.49704,4.42955,4.48712,3.09436,3.6749,3.3755,1.06798,1.27822,1.53283,5765.73,304.741
26,5.69682,5.58967,5.57487,4.19815,4.06352,4.02926,2.73857,3.11015,2.94766,1.11468,1.15719,1.32972,5989.18,251.195
27,6.30816,5.98876,5.94685,4.50398,4.56873,4.62185,3.14813,3.26569,3.3305,1.07545,1.07976,1.18601,7276.29,211.165
28,5.92527,5.87266,5.74002,4.07754,3.87433,4.15802,2.76769,3.06067,2.79179,1.15036,1.36957,1.14557,5883.67,341.736
29,6.70055,6.60743,6.22091,4.96613,4.82848,4.94369,3.38789,3.32635,3.18264,0.920372,1.14521,1.30765,5706.09,315.747
30,6.35564,6.35234,6.41357,4.8947,4.71934,4.86172,3.07526,3.50754,3.61924,1.31033,1.76204,1.57391,5294.91,190.551
31,6.08531,5.93482,5.78116,4.26845,4.16196,4.21202,2.72642,3.13432,3.19283,1.09571,1.19777,1.12195,5943.01,224.875
32,6.53157,6.30737,6.07826,4.74397,4.504,4.51254,2.89667,3.3225,3.3673,0.997822,1.10806,1.13273,5522,216.055
33,5.74549,5.88011,5.8029,4.21525,4.06867,4.0782,2.76073,3.0311,3.14148,1.00916,1.22767,1.4402,7887.99,237.621
34,6.16925,5.93298,5.87251,4.40772,4.39213,4.38372,2.80802,3.27572,3.29633,1.16637,1.35232,1.30189,7339.02,206.113
35,6.12932,6.12497,5.86026,4.47773,4.36268,4.13094,2.91401,3.23514,3.27254,0.95976,1.0838,1.00849,8257.4,254.035
36,6.07638,5.66071,5.66216,4.08742,4.03401,4.11169,2.88151,3.01462,2.96296,1.24387,1.1759,1.37875,8028.16,241.41
37,6.11882,6.19307,5.92494,4.54688,4.42576,4.41345,2.9378,3.50575,3.4169,1.3065,1.15488,1.57404,5903.95,205.914
38,6.40365,6.14501,5.89844,4.32475,4.39881,4.37747,2.67666,3.09016,3.05943,1.07716,1.43122,1.33094,6238.65,250.562
39,6.6963,6.61336,6.34683,4.53416,4.60452,4.60758,3.02795,3.34398,3.51545,0.946324,1.29863,1.4418,5790.96,246.173
40,5.87013,5.68273,5.56559,4.1347,3.97958,3.87202,2.73257,2.91663,2.97887,1.08238,1.21381,1.09818,8126.94,286.857
41,6.39871,6.25593,6.01912,4.28782,4.4865,4.5642,2.97656,3.45388,3.46809,1.18897,1.31913,1.67848,4420.5,184.474
42,6.61746,6.42709,6.2875,4.76628,4.60784,4.58459,3.05039,3.65148,3.35315,1.07974,1.41333,1.11417,5327.85,329.65
43,6.51896,5.96837,6.22341,4.38297,4.33194,4.44923,2.66503,3.3738,3.18891,1.19164,0.79501,1.0604,5223.45,185.824
44,6.20771,5.82924,5.7703,4.27908,4.15828,4.40972,3.02723,3.26157,3.19984,1.30546,1.45114,1.35152,4937.72,214.306
45,6.18791,6.09554,5.89558,4.46097,4.61479,4.45719,2.89817,3.24719,3.17161,1.08444,1.18956,1.43838,5838.79,256.191
46,5.30576,5.17735,4.84895,3.7286,3.74646,3.61176,2.39774,2.90146,2.89909,0.925475,1.06423,1.34799,6659.9,236.428
47,6.16801,5.95104,5.82193,4.52869,4.44896,4.3796,2.93146,3.14049,3.09112,1.25138,1.36693,1.28515,5314.19,290.277
48,6.39736,6.22544,5.85963,4.41495,4.29996,4.3811,2.98347,3.35054,3.37261,1.11765,1.31881,1.23598,7690.57,251.424
base,5.88106,5.77111,5.59229,4.1748,4.08802,4.14356,2.75273,3.09746,3.06479,1.08,1.15809,1.26831,7192.63,231.269
