real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,6.0541,5.87774,5.69523,4.38147,4.13438,4.0534,2.69402,2.67572,2.70554,0.837321,1.0724,1.07708,6482.9,260.203
1,5.29469,5.10272,5.00394,3.69853,3.52604,3.50245,2.47005,2.53192,2.45309,0.825246,0.975236,0.907895,7584.59,296.767
2,5.90581,5.86887,5.7217,4.04546,3.93878,4.01701,2.44377,2.62487,2.59042,1.28643,1.09972,0.812274,6099.63,326.67
3,3.62893,3.47696,3.43061,2.91196,2.97211,2.98393,2.12545,2.30061,2.37338,0.718457,0.840023,1.04774,5777.63,215.215
4,5.04575,4.88063,4.74684,3.35917,3.50961,3.50079,2.58742,2.63233,2.52191,0.912728,1.13804,0.942314,5944.74,292.85
5,4.66929,4.56099,4.61885,3.49074,3.60174,3.60244,2.47653,2.83098,2.87775,0.628528,1.29575,1.40453,4406.58,154.328
6,4.79046,4.75239,4.93623,3.54309,3.32532,3.38652,2.57694,2.37862,2.46477,0.915381,0.728924,0.898059,5149.47,244.238
7,4.50517,4.2948,4.31057,3.35286,3.19251,3.09576,2.42619,2.41853,2.32298,1.06023,1.11468,0.951666,5084.29,333.113
8,6.06743,5.48733,5.72441,4.22364,4.11007,4.18377,2.66724,2.97595,2.76234,1.1515,1.24709,1.51481,4045.29,196.097
9,5.02849,5.08201,4.97397,3.91504,3.75645,3.76819,2.58633,2.64897,2.40416,0.924398,0.812768,0.900014,5871.08,312.622
10,5.84815,4.90045,4.9622,4.11515,3.84568,3.69136,2.95666,2.9,2.97415,1.13287,1.50213,1.7102,5874.57,297.299
11,4.5144,4.39706,4.17451,3.21125,3.32715,3.24297,2.11567,2.23669,2.44854,0.805384,0.870859,1.03934,5406.55,266.125
12,4.41816,4.54975,4.40548,2.52709,2.833,3.25076,1.68859,1.88357,2.38703,0.730957,0.834056,0.747667,7943.94,136.012
13,3.38463,3.21218,3.12366,2.60712,2.5569,2.5634,1.99771,2.10522,2.16373,0.746312,0.779043,0.855087,6718.59,234.545
14,3.70756,3.55871,3.50317,2.37362,2.41737,2.32455,1.56902,1.59418,1.61183,0.512192,0.693019,0.675957,4059.04,266.315
15,5.76279,5.80272,5.57142,4.1138,4.12494,4.18285,2.77378,2.8235,2.84691,0.829225,1.186,1.18443,7897.3,246.699
16,4.82151,4.81441,4.4793,3.31728,3.36585,3.66493,2.25696,2.40422,2.53962,0.79764,1.02083,0.914135,6141.67,167.329
