real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,5.70365,5.57871,5.39526,4.18454,3.9939,4.03693,2.66277,2.91485,2.88776,0.999451,1.09039,1.13099,6650.98,224.334
1,5.69391,5.54283,5.4301,3.98233,3.79058,3.74404,2.64185,2.91151,2.68905,1.02894,1.06704,1.19599,6275.7,339.93
2,5.84518,5.78013,5.62507,4.18447,4.06823,4.15568,2.42197,3.04563,3.02756,1.11251,1.31233,1.22087,7049.46,268.504
3,5.35533,5.30078,5.22376,3.9963,4.00431,3.90532,2.60282,3.08071,2.98631,1.08186,1.07068,1.43009,6680.83,218.784
4,5.66413,5.627,5.57314,3.93239,3.91625,3.80824,2.75348,3.01793,2.74739,1.0972,1.32264,1.14822,6233.72,310.217
5,5.64839,5.56062,5.53988,3.97966,4.03299,3.95698,2.76033,3.0532,3.02097,0.905801,1.2366,1.2164,6005.25,234.911
6,5.89247,5.6013,5.5697,4.24686,4.11116,4.04253,2.83082,3.15952,3.2397,1.13288,0.979345,1.47298,5191.23,225.876
7,5.66184,5.43813,5.45093,4.17986,4.04882,4.02932,2.75468,3.09994,2.93321,1.16677,1.258,1.06824,6660.43,257.679
8,5.7771,5.54308,5.62999,4.04276,3.88371,3.96834,2.49144,2.92791,2.79982,1.07686,1.11473,1.27341,4239.08,161.879
9,5.67767,5.69434,5.58575,4.2719,4.10211,4.05068,2.74007,3.18609,2.9963,1.1883,1.18126,1.31895,6773.65,306.001
10,5.59319,5.34906,5.35578,4.0574,3.8763,3.83613,2.70426,2.85817,2.88538,1.12418,1.32161,1.36009,8114.56,259.86
11,5.82411,5.76929,5.51608,4.21192,4.25412,4.13352,2.74458,3.01372,3.06762,1.04733,1.07469,1.23219,5621.24,277.117
12,5.85079,5.81587,5.5001,4.04238,3.99688,4.0706,2.52602,3.03671,3.25367,1.00248,1.13169,1.20188,6886.3,160.107
13,5.45877,5.3458,5.26807,3.9969,3.91712,3.92904,2.71882,3.07175,3.05887,1.01678,0.994403,1.19532,6872.29,215.761
14,5.88218,5.64665,5.60438,4.08735,4.17238,3.9162,2.74103,3.07771,2.96017,1.04839,1.17905,1.33591,4626.16,274.178
15,5.67661,5.76092,5.65854,4.09094,4.05027,4.15051,2.5413,2.94459,2.89289,0.986828,1.1418,1.28286,6856.28,212.22
16,5.85955,5.86037,5.51742,4.17652,4.04215,4.25736,2.74202,3.04155,3.07128,1.0471,1.23017,1.32492,5134.32,181.936
