real_name,well01_1,well02_1,well03_1,well04_1,well05_1,well06_1,well07_1,well08_1,well09_1,well10_1,well11_1,well12_1,part_time,part_east
0,5.74834,5.59634,5.41242,4.20735,3.99541,4.09278,2.66508,3.00457,2.93013,1.0546,1.09404,1.13982,6127.54,216.3
1,5.69075,5.45848,5.32704,4.01835,3.83964,3.84932,2.71458,3.06644,2.76541,1.12164,1.05717,1.2477,5925.37,337.264
2,5.77489,5.74198,5.59702,4.13056,3.98713,4.0984,2.42849,3.08512,3.03209,1.10534,1.32219,1.27975,7295.76,270.346
3,5.56893,5.41741,5.35458,4.02826,3.96384,3.93377,2.58432,3.13077,2.98554,1.10661,1.12822,1.3717,6900.25,230.094
4,5.70655,5.63823,5.60813,4.02068,4.01595,3.92948,2.80193,3.17182,2.86355,1.1612,1.3589,1.21023,6036.68,298.295
5,5.62678,5.48792,5.44098,3.96855,4.00176,3.95975,2.76713,3.05191,3.00569,0.979176,1.21155,1.1763,5940.21,238.69
6,5.837,5.55947,5.48064,4.17198,4.00702,3.97916,2.7301,3.14128,3.19064,1.15505,0.96788,1.4751,5275.43,213.118
7,5.76041,5.51113,5.48641,4.2269,4.06842,4.13583,2.73321,3.18122,2.99702,1.18254,1.25582,1.0895,5462.97,224.39
8,5.61804,5.39348,5.44449,3.96714,3.83621,3.89309,2.4828,3.02824,2.88155,1.12093,1.12013,1.30431,3970,157.823
9,5.57573,5.58975,5.53585,4.12786,3.93217,3.93481,2.62941,3.15076,2.98244,1.19061,1.18217,1.31451,9148.47,269.38
10,5.67409,5.41626,5.36161,4.0728,3.91602,3.92381,2.64352,2.95749,2.95009,1.1583,1.3549,1.36094,7397.99,266.63
11,5.78991,5.71291,5.4986,4.15771,4.16952,4.09659,2.74486,3.05157,3.01899,1.07742,1.04373,1.19792,5669.77,271.835
12,5.78043,5.75211,5.47131,4.07289,4.03277,4.08124,2.6052,3.13177,3.26445,1.04333,1.11901,1.22388,6344.23,167.6
13,5.63532,5.46933,5.40508,4.05515,3.94609,4.03766,2.68259,3.09704,3.04559,1.01125,1.01721,1.1703,6702.49,220.133
14,5.78708,5.53263,5.49763,4.02554,4.07104,3.88031,2.70803,3.12014,2.96638,1.12388,1.10829,1.35075,4791.07,261.134
15,5.61677,5.64636,5.5868,4.03685,4.00852,4.13943,2.52097,3.02483,2.89997,1.05324,1.12574,1.30307,6046.91,206.187
16,5.74553,5.78047,5.51175,4.11683,3.98665,4.1815,2.74463,3.07864,3.06274,1.07887,1.2228,1.35138,5040.61,181.369
17,5.69775,5.60423,5.63268,4.05867,4.03591,4.02212,2.60905,3.07044,2.95885,1.10689,1.18184,1.11061,5980.4,222.743
18,5.66897,5.56655,5.64253,4.0078,4.01457,3.93153,2.7139,3.14726,3.05818,1.02685,1.1714,1.19768,6151.21,271.759
19,5.59132,5.65258,5.52497,4.18693,3.9902,4.06503,2.50637,3.11585,3.00182,1.2251,1.01815,1.10789,6770.42,250.788
20,5.79096,5.69025,5.60901,4.11873,4.02332,4.05861,2.48573,3.15001,3.14157,0.878046,1.25644,1.28841,5042.28,212.754
21,5.5535,5.34181,5.36472,4.01253,3.91808,3.94704,2.59591,3.13754,2.91599,1.04329,1.02239,0.939444,5353.09,201.462
22,5.61209,5.68591,5.56506,4.14916,3.97574,4.08054,2.75051,3.07743,2.97936,1.14296,1.19976,1.24573,5234.95,210.189
23,5.91794,5.56065,5.54001,4.11584,3.85587,3.91582,2.50275,3.14301,3.13448,0.990927,1.17366,1.24386,3830.86,95.5208
24,5.84076,5.62346,5.61599,4.13941,3.85221,3.91246,2.60559,3.01154,2.87907,1.04355,1.21971,1.19464,8960.97,245.532
25,5.79376,5.63614,5.59288,4.01607,3.92546,4.02085,2.63801,3.35377,3.0127,1.00919,1.13985,1.40559,6391.14,305.705
26,5.6498,5.48392,5.44888,4.12437,3.98005,3.9144,2.63405,3.11535,2.91319,1.11951,1.06686,1.3024,5984.6,253.096
27,5.83505,5.53334,5.51768,4.16992,4.12399,4.24038,2.71655,3.05422,2.89787,1.10544,1.05106,1.04275,7273.19,199.258
28,5.66177,5.57372,5.48331,3.97213,3.81355,4.02894,2.64083,3.1085,2.81173,1.14459,1.21606,1.0558,6082.27,323.549
29,5.68327,5.69228,5.51437,4.25573,4.1338,4.24935,2.74977,3.0464,2.88147,1.05339,1.11884,1.20685,7272.62,297.831
30,5.58545,5.55156,5.63466,4.16516,3.99874,4.10102,2.55717,3.09677,3.04366,1.11867,1.48648,1.29136,5551.72,185.123
31,5.7697,5.63159,5.53221,4.04655,3.92365,4.00444,2.55745,3.06369,3.03093,1.05678,1.11496,1.08885,5921.54,224.991
32,5.70662,5.56712,5.43858,4.20344,3.94774,3.96766,2.50793,3.00857,2.96536,1.09844,1.04608,1.06955,5900.98,211.904
33,5.57622,5.65098,5.56698,4.07259,3.8702,3.9374,2.63372,2.94247,2.9427,0.993602,1.13008,1.34,7771.89,258.422
34,5.85959,5.58441,5.5448,4.10151,4.03169,4.08082,2.54434,3.12619,3.13361,1.15344,1.19761,1.30114,7405.97,148.707
35,5.65183,5.59857,5.41418,4.05555,3.98591,3.8756,2.49018,3.04436,3.0326,1.02696,1.10642,1.03217,7014.33,215.507
36,5.88004,5.527,5.48256,4.00497,3.95126,4.03777,2.73702,3.01156,2.9369,1.20595,1.14095,1.26537,7067,228.229
37,5.60687,5.60031,5.36952,4.10543,3.93717,3.9895,2.53748,3.17838,3.03057,1.23688,1.06789,1.36635,5876.62,209.8
38,5.84875,5.6841,5.44765,4.07533,4.06946,4.04046,2.47611,2.9907,2.89848,1.08885,1.29476,1.2503,6704.57,249.965
39,5.74999,5.6433,5.45824,3.96709,3.90864,3.88714,2.53111,2.97519,2.99874,1.0275,1.05403,1.12747,6199.33,238.003
40,5.91734,5.76445,5.67417,4.18133,4.03686,3.95789,2.74282,3.07912,3.13008,1.11294,1.15574,1.26882,7670.78,240.245
41,5.70714,5.55616,5.37766,3.85658,3.94566,4.04145,2.55511,3.11182,3.05373,1.09314,1.14689,1.4089,4430.02,167.397
42,5.90839,5.69233,5.64714,4.21212,4.03523,4.05741,2.58998,3.32291,3.04908,1.06573,1.21496,1.09968,6835.61,301.251
